epoch,train_loss,train_f1_average,val_loss,val_f1_average
017,0.01295,0.08730,0.11690,0.10289
018,0.01296,0.08748,0.11599,0.09932
018,0.01281,0.08795,0.11430,0.09793
018,0.01297,0.08767,0.11602,0.10013
018,0.01288,0.08857,0.11551,0.09882
019,0.01286,0.08816,0.11533,0.10447
019,0.01277,0.08819,0.11562,0.10415
019,0.01269,0.08838,0.11535,0.10401
019,0.01275,0.08857,0.11661,0.10386
020,0.01265,0.08930,0.11405,0.10198
020,0.01270,0.08889,0.11427,0.10023
020,0.01267,0.08920,0.11456,0.10076
020,0.01249,0.08930,0.11460,0.10131
021,0.01262,0.08940,0.11219,0.10542
021,0.01262,0.08965,0.11380,0.10462
021,0.01258,0.08980,0.11287,0.10493
021,0.01247,0.09015,0.11158,0.10537
022,0.01259,0.08926,0.11303,0.10473
022,0.01244,0.09015,0.11263,0.10473
022,0.01248,0.08942,0.11112,0.10429
022,0.01250,0.08949,0.11199,0.10435
023,0.01241,0.08998,0.11148,0.10286
023,0.01229,0.09067,0.11290,0.10157
023,0.01240,0.08966,0.11080,0.10257
023,0.01230,0.09086,0.11252,0.10153
024,0.01232,0.09116,0.11167,0.10185
024,0.01236,0.08996,0.10991,0.10178
024,0.01225,0.09201,0.11102,0.10261
024,0.01232,0.09062,0.10985,0.10342
025,0.01221,0.09208,0.11039,0.10354
025,0.01219,0.09182,0.10886,0.10305
025,0.01227,0.09150,0.10986,0.10414
025,0.01209,0.09184,0.10974,0.10339
026,0.01213,0.09222,0.10952,0.10372
026,0.01217,0.09111,0.10993,0.10392
026,0.01212,0.09191,0.10847,0.10433
026,0.01213,0.09170,0.11021,0.10360
027,0.01200,0.09240,0.10733,0.10223
027,0.01206,0.09256,0.10866,0.10364
027,0.01206,0.09290,0.11063,0.10172
027,0.01208,0.09236,0.10691,0.10412
028,0.01204,0.09240,0.10835,0.10139
028,0.01199,0.09332,0.10728,0.10182
028,0.01192,0.09274,0.10764,0.10081
028,0.01207,0.09167,0.10824,0.10096
029,0.01186,0.09334,0.10667,0.10197
029,0.01195,0.09386,0.10610,0.10122
029,0.01189,0.09332,0.10818,0.10076
029,0.01199,0.09329,0.10639,0.10296
030,0.01186,0.09303,0.10677,0.10377
030,0.01196,0.09329,0.10603,0.10329
030,0.01187,0.09306,0.10649,0.10265
030,0.01192,0.09318,0.10659,0.10442
031,0.01186,0.09325,0.10770,0.10291
031,0.01191,0.09415,0.10733,0.10311
031,0.01188,0.09334,0.10612,0.10489
031,0.01184,0.09452,0.10649,0.10491
032,0.01178,0.09411,0.10569,0.10386
032,0.01168,0.09421,0.10655,0.10497
032,0.01181,0.09372,0.10662,0.10447
032,0.01181,0.09344,0.10566,0.10531
033,0.01169,0.09573,0.10377,0.10418
033,0.01160,0.09565,0.10661,0.10350
033,0.01163,0.09516,0.10508,0.10293
033,0.01167,0.09485,0.10474,0.10300
034,0.01154,0.09560,0.10440,0.10542
034,0.01158,0.09554,0.10666,0.10260
034,0.01173,0.09513,0.10503,0.10334
034,0.01169,0.09522,0.10591,0.10360
035,0.01163,0.09569,0.10458,0.10416
035,0.01160,0.09537,0.10531,0.10497
035,0.01166,0.09475,0.10405,0.10616
035,0.01163,0.09540,0.10469,0.10624
036,0.01169,0.09480,0.10421,0.10236
036,0.01145,0.09549,0.10502,0.09945
036,0.01153,0.09568,0.10554,0.10072
036,0.01156,0.09554,0.10471,0.10101
037,0.01148,0.09567,0.10552,0.10442
037,0.01153,0.09624,0.10340,0.10461
037,0.01154,0.09560,0.10312,0.10460
037,0.01153,0.09596,0.10406,0.10356
038,0.01153,0.09663,0.10403,0.10153
038,0.01155,0.09631,0.10497,0.10143
038,0.01148,0.09640,0.10387,0.10194
038,0.01148,0.09596,0.10520,0.10123
039,0.01142,0.09631,0.10255,0.10235
039,0.01142,0.09630,0.10420,0.10257
039,0.01152,0.09601,0.10261,0.10183
039,0.01146,0.09611,0.10189,0.10275
040,0.01128,0.09697,0.10617,0.09900
040,0.01142,0.09708,0.10330,0.09957
040,0.01142,0.09657,0.10296,0.09962
040,0.01139,0.09714,0.10373,0.09983
041,0.01128,0.09856,0.10242,0.10322
041,0.01127,0.09717,0.10336,0.10207
041,0.01131,0.09648,0.10244,0.10178
041,0.01144,0.09765,0.10342,0.10153
042,0.01132,0.09817,0.10391,0.10264
042,0.01123,0.09818,0.10273,0.10220
042,0.01130,0.09836,0.10362,0.10341
042,0.01122,0.09825,0.10193,0.10324
043,0.01124,0.09824,0.10261,0.10119
043,0.01127,0.09801,0.10253,0.10091
043,0.01138,0.09770,0.10172,0.10219
043,0.01123,0.09783,0.10281,0.10021
044,0.01112,0.09869,0.10153,0.10236
044,0.01120,0.09839,0.10149,0.10296
044,0.01126,0.09781,0.10256,0.10294
044,0.01115,0.09999,0.10204,0.10302
045,0.01112,0.09879,0.10177,0.10629
045,0.01117,0.09904,0.10060,0.10472
045,0.01115,0.09912,0.10058,0.10596
045,0.01116,0.09887,0.10123,0.10530
046,0.01108,0.09916,0.10105,0.10312
046,0.01122,0.09893,0.10169,0.10456
046,0.01109,0.10005,0.10135,0.10282
046,0.01120,0.09855,0.10157,0.10329
047,0.01110,0.09875,0.10153,0.10176
047,0.01111,0.09933,0.10166,0.10070
047,0.01116,0.09919,0.10112,0.10000
047,0.01115,0.09880,0.10178,0.09952
048,0.01103,0.09927,0.10023,0.10213
048,0.01105,0.09931,0.10087,0.10200
048,0.01114,0.09880,0.09960,0.10098
048,0.01112,0.09933,0.10121,0.10128
049,0.01119,0.09948,0.10256,0.10314
049,0.01106,0.10031,0.09940,0.10232
049,0.01100,0.09975,0.10170,0.10231
049,0.01116,0.09930,0.09922,0.10383
050,0.01103,0.10024,0.10068,0.10339
050,0.01097,0.10005,0.10044,0.10265
050,0.01098,0.10012,0.10184,0.10367
050,0.01101,0.09986,0.09990,0.10323
051,0.01086,0.10042,0.10041,0.10404
051,0.01093,0.09975,0.10110,0.10510
051,0.01100,0.10005,0.10033,0.10499
051,0.01096,0.09949,0.10012,0.10439
052,0.01092,0.10064,0.09985,0.10355
052,0.01089,0.10037,0.10075,0.10340
052,0.01099,0.10102,0.09984,0.10367
052,0.01095,0.10059,0.09921,0.10251
053,0.01090,0.10106,0.10132,0.10134
053,0.01088,0.10063,0.09998,0.10202
053,0.01092,0.10096,0.10032,0.10214
053,0.01090,0.10130,0.10078,0.10152
054,0.01086,0.10105,0.09856,0.10580
054,0.01091,0.10058,0.09985,0.10540
054,0.01094,0.10044,0.10049,0.10469
054,0.01088,0.10116,0.09974,0.10481
055,0.01092,0.10182,0.09895,0.10412
055,0.01088,0.10121,0.09944,0.10604
055,0.01086,0.10146,0.09920,0.10570
055,0.01097,0.10031,0.09883,0.10473
056,0.01087,0.10156,0.09939,0.10395
056,0.01086,0.10082,0.09972,0.10388
056,0.01090,0.10124,0.09725,0.10559
056,0.01099,0.10055,0.10040,0.10273
057,0.01077,0.10213,0.09883,0.10363
057,0.01075,0.10247,0.09996,0.10314
057,0.01083,0.10111,0.09912,0.10303
057,0.01079,0.10176,0.09961,0.10352
058,0.01081,0.10227,0.09870,0.10378
058,0.01078,0.10192,0.09797,0.10556
058,0.01088,0.10145,0.09926,0.10285
058,0.01078,0.10184,0.09835,0.10425
059,0.01086,0.10170,0.09932,0.10364
059,0.01079,0.10166,0.09819,0.10480
059,0.01085,0.10097,0.09846,0.10424
059,0.01083,0.10228,0.09870,0.10455
060,0.01076,0.10256,0.09778,0.10275
060,0.01076,0.10227,0.09799,0.10248
060,0.01076,0.10265,0.09941,0.10272
060,0.01083,0.10189,0.09773,0.10375
061,0.01070,0.10280,0.09843,0.10383
061,0.01060,0.10355,0.09910,0.10391
061,0.01076,0.10326,0.09820,0.10465
061,0.01076,0.10235,0.09753,0.10375
062,0.01066,0.10330,0.09722,0.10416
062,0.01072,0.10303,0.09757,0.10341
062,0.01066,0.10176,0.09908,0.10403
062,0.01060,0.10352,0.09727,0.10408
063,0.01057,0.10353,0.09749,0.10522
063,0.01074,0.10249,0.09736,0.10469
063,0.01068,0.10270,0.09926,0.10365
063,0.01064,0.10262,0.09840,0.10501
064,0.01063,0.10298,0.09931,0.10258
064,0.01071,0.10264,0.10041,0.10131
064,0.01074,0.10300,0.09788,0.10312
064,0.01066,0.10350,0.09864,0.10080
065,0.01063,0.10343,0.09713,0.10260
065,0.01068,0.10333,0.09793,0.10225
065,0.01063,0.10336,0.09778,0.10299
065,0.01063,0.10285,0.09790,0.10306
066,0.01050,0.10428,0.09766,0.10643
066,0.01063,0.10360,0.09775,0.10598
066,0.01058,0.10486,0.09834,0.10605
066,0.01060,0.10354,0.09755,0.10701
067,0.01055,0.10440,0.09740,0.10473
067,0.01067,0.10472,0.09715,0.10670
067,0.01058,0.10375,0.09706,0.10573
067,0.01058,0.10465,0.09700,0.10614
068,0.01046,0.10504,0.09910,0.09924
068,0.01050,0.10404,0.09944,0.10025
068,0.01057,0.10511,0.09690,0.10082
068,0.01060,0.10460,0.09923,0.09869
069,0.01057,0.10360,0.09875,0.10102
069,0.01055,0.10431,0.09926,0.10045
069,0.01058,0.10479,0.09890,0.10069
069,0.01063,0.10375,0.09738,0.10216
